Year,Aou,SpeciesTotal
1990,5670,1288
1990,5671,2516
1990,5677,143
1990,5690,242
1990,5700,12
1990,5730,1443
1990,5738,1014
1990,5739,94
1990,5740,17
1990,5750,356
1990,5760,13
1990,5780,2124
1990,5790,1
1990,5800,161
1990,5810,26346
1990,5830,347
1990,5840,688
1990,5850,861
1990,5860,11
1990,5870,11146
1990,5880,2731
1990,5900,1170
1990,5910,119
1990,5911,955
1990,5920,17
1990,5930,31781
1990,5940,510
1990,5950,2058
1990,5960,1866
1990,5970,3663
1990,5980,20949
1990,5990,840
1990,6000,13
1990,6010,1146
1990,6040,11171
1990,6050,13942
1990,6070,1918
1990,6080,2740
1990,6090,16
1990,6100,2219
1990,6110,8370
1990,6120,28395
1990,6121,419
1990,6130,29092
1990,6140,5416
1990,6150,2636
1990,6160,3036
1990,6170,3459
1990,6180,22
1990,6190,7985
1990,6200,277
1990,6210,1
1990,6220,1937
1990,6230,78
1990,6240,16156
1990,6260,20
1990,6270,4032
1990,6280,1254
1990,6290,619
1990,6291,377
1990,6292,172
1990,6300,25
1990,6310,4418
1990,6320,164
1990,6330,249
1990,6340,27
1990,6360,1559
1990,6370,840
1990,6380,46
1990,6390,194
1990,6410,450
1990,6413,1
1990,6420,129
1990,6430,228
1990,6440,78
1990,6450,1471
1990,6460,1296
1990,6470,37
1990,6480,1667
1990,6500,22
1990,6520,8484
1990,6540,410
1990,6550,1512
1990,6556,1
1990,6560,1779
1990,6570,570
1990,6580,177
1990,6590,2775
1990,6600,27
1990,6610,40
1990,6620,532
1990,6630,409
1990,6640,39
1990,6650,505
1990,6670,921
1990,6680,631
1990,6690,316
1990,6710,4198
1990,6720,6
1990,6730,1096
1990,6740,7907
1990,6750,335
1990,6760,251
1990,6770,876
1990,6780,51
1990,6790,762
1990,6800,815
1990,6810,17425
1990,6830,5101
1990,6840,1016
1990,6850,837
1990,6860,237
1990,6870,2480
1990,6880,2
1990,6882,74324
1990,6883,30
1990,6900,1
1990,6970,30
1990,7000,51
1990,7010,33
1990,7020,3140
1990,7030,24829
1990,7040,8362
1990,7050,5225
1990,7060,3
1990,7070,132
1990,7080,28
1990,7100,99
1990,7110,21
1990,7120,9
1990,7130,474
1990,7150,806
1990,7170,87
1990,7180,11704
1990,7190,1362
1990,7210,8914
1990,7221,826
1990,7222,833
1990,7240,467
1990,7250,546
1990,7260,314
1990,7270,2536
1990,7280,1754
1990,7290,570
1990,7300,277
1990,7310,10842
1990,7320,172
1990,7330,697
1990,7331,73
1990,7332,1
1990,7340,14
1990,7350,6253
1990,7351,1
1990,7352,32
1990,7360,5403
1990,7380,1637
1990,7400,49
1990,7410,671
1990,7420,593
1990,7430,724
1990,7460,375
1990,7480,910
1990,7490,1368
1990,7510,3152
1990,7520,85
1990,7530,2
1990,7540,130
1990,7550,8359
1990,7560,3715
1990,7570,149
1990,7580,3232
1990,7590,2972
1990,7610,63660
1990,7630,973
1990,7660,6515
1990,7670,484
1990,7680,963
1990,22860,96
1991,10,536
1991,11,29
1991,12,5
1991,20,26
1991,30,15
1991,40,346
1991,60,136
1991,70,169
1991,100,8
1991,110,8
1991,150,4
1991,210,7
1991,230,176
1991,290,18
1991,300,4
1991,370,6
1991,380,8
1991,400,63
1991,420,5
1991,440,890
1991,470,41
1991,490,471
1991,510,938
1991,530,1361
1991,534,438
1991,540,7288
1991,550,108
1991,570,9
1991,580,5149
1991,590,728
1991,600,3
1991,630,46
1991,634,12
1991,640,169
1991,650,57
1991,670,3
1991,690,348
1991,700,37
1991,710,85
1991,730,61
1991,740,388
1991,770,192
1991,800,149
1991,1180,62
1991,1200,1219
1991,1210,8
1991,1220,9
1991,1230,125
1991,1250,785
1991,1260,307
1991,1280,102
1991,1290,332
1991,1300,43
1991,1310,13
1991,1320,5956
1991,1330,60
1991,1340,133
1991,1350,979
1991,1370,351
1991,1390,168
1991,1400,533
1991,1410,441
1991,1420,310
1991,1430,247
1991,1440,913
1991,1460,329
1991,1470,43
1991,1480,48
1991,1489,3
1991,1490,469
1991,1500,52
1991,1510,18
1991,1512,1
1991,1520,138
1991,1530,43
1991,1540,9
1991,1550,27
1991,1630,27
1991,1650,14
1991,1660,3
1991,1670,296
1991,1710,2
1991,1720,6955
1991,1770,37
1991,1780,71
1991,1782,98
1991,1800,14
1991,1810,8
1991,1830,24
1991,1840,1515
1991,1860,263
1991,1861,29
1991,1870,2142
1991,1880,83
1991,1900,183
1991,1910,19
1991,1920,8
1991,1940,2317
1991,1960,1794
1991,1970,368
1991,1980,5
1991,1990,225
1991,2000,1252
1991,2001,12554
1991,2010,1221
1991,2020,170
1991,2030,156
1991,2060,804
1991,2070,1
1991,2080,64
1991,2110,65
1991,2111,1
1991,2120,23
1991,2140,157
1991,2150,1
1991,2180,13
1991,2190,152
1991,2210,665
1991,2230,47
1991,2240,303
1991,2250,342
1991,2260,354
1991,2280,26
1991,2300,1614
1991,2356,111
1991,2420,7
1991,2430,5
1991,2490,176
1991,2540,25
1991,2550,146
1991,2560,13
1991,2580,555
1991,2610,1788
1991,2630,375
1991,2640,498
1991,2650,38
1991,2720,14
1991,2730,10173
1991,2740,33
1991,2780,4
1991,2800,3
1991,2810,23
1991,2860,17
1991,2870,13
1991,2881,147
1991,2882,114
1991,2890,17245
1991,2920,435
1991,2930,282
1991,2940,2136
1991,2950,733
1991,2960,22
1991,2970,2
1991,2971,38
1991,2973,1
1991,3000,105
1991,3010,47
1991,3020,21
1991,3050,97
1991,3070,1
1991,3080,57
1991,3090,87
1991,3091,9208
1991,3100,387
1991,3120,310
1991,3131,14478
1991,3140,115
1991,3151,16
1991,3160,63072
1991,3180,1
1991,3190,728
1991,3200,518
1991,3210,87
1991,3250,4647
1991,3260,971
1991,3270,49
1991,3280,18
1991,3290,175
1991,3310,386
1991,3320,67
1991,3330,88
1991,3333,3
1991,3340,16
1991,3350,18
1991,3370,2198
1991,3390,560
1991,3410,10
1991,3420,472
1991,3430,165
1991,3451,5
1991,3460,1
1991,3470,1
1991,3480,113
1991,3490,163
1991,3520,229
1991,3550,55
1991,3560,11
1991,3570,10
1991,3600,1895
1991,3620,49
1991,3640,232
1991,3650,4
1991,3660,1
1991,3670,70
1991,3680,196
1991,3690,1
1991,3700,1
1991,3720,4
1991,3730,26
1991,3732,2
1991,3750,370
1991,3770,1
1991,3780,297
1991,3790,13
1991,3824,10
1991,3840,5
1991,3850,109
1991,3860,2
1991,3870,5847
1991,3880,690
1991,3900,573
1991,3930,931
1991,3940,3116
1991,3950,21
1991,3960,147
1991,3970,160
1991,3975,2
1991,3990,45
1991,4000,33
1991,4010,9
1991,4020,654
1991,4021,121
1991,4022,1
1991,4030,123
1991,4040,17
1991,4050,1653
1991,4060,1894
1991,4070,1444
1991,4080,38
1991,4090,7906
1991,4100,163
1991,4110,177
1991,4120,3871
1991,4123,5
1991,4130,1309
1991,4140,50
1991,4160,823
1991,4171,282
1991,4180,37
1991,4200,3279
1991,4210,144
1991,4220,105
1991,4230,12918
1991,4240,159
1991,4250,520
1991,4280,741
1991,4290,94
1991,4300,57
1991,4310,179
1991,4320,391
1991,4330,148
1991,4340,57
1991,4360,40
1991,4390,1
1991,4402,27
1991,4410,3
1991,4430,2336
1991,4440,8970
1991,4450,52
1991,4451,1
1991,4461,3
1991,4470,5847
1991,4480,259
1991,4490,4
1991,4510,1
1991,4520,5640
1991,4530,196
1991,4540,1933
1991,4550,24
1991,4560,4408
1991,4570,540
1991,4580,116
1991,4590,694
1991,4610,5934
1991,4620,2652
1991,4630,44
1991,4640,183
1991,4641,1151
1991,4642,5
1991,4650,1998
1991,4660,1753
1991,4661,1269
1991,4670,2042
1991,4679,38
1991,4680,493
1991,4689,34
1991,4690,605
1991,4691,472
1991,4710,39
1991,4720,1
1991,4740,30814
1991,4750,2807
1991,4760,467
1991,4770,17907
1991,4780,1651
1991,4790,24
1991,4810,22
1991,4812,1518
1991,4813,160
1991,4820,86
1991,4830,2
1991,4840,280
1991,4860,3840
1991,4865,22
1991,4870,246
1991,4880,50285
1991,4881,110
1991,4890,411
1991,4900,2325
1991,4910,240
1991,4920,947
1991,4930,86027
1991,4932,2
1991,4940,5041
1991,4950,24899
1991,4960,170
1991,4961,1
1991,4970,4915
1991,4980,105765
1991,5000,1330
1991,5010,22162
1991,5011,48757
1991,5012,22
1991,5040,190
1991,5050,41
1991,5060,3394
1991,5070,4289
1991,5077,2
1991,5080,1646
1991,5090,40
1991,5100,15104
1991,5110,70628
1991,5120,3539
1991,5130,1946
1991,5140,880
1991,5150,35
1991,5170,1144
1991,5180,982
1991,5190,14621
1991,5210,1031
1991,5212,2
1991,5220,234
1991,5240,27
1991,5280,375
1991,5290,11754
1991,5300,1051
1991,5310,68
1991,5330,1997
1991,5340,4
1991,5360,468
1991,5380,1526
1991,5390,214
1991,5400,8614
1991,5420,7246
1991,5450,121
1991,5460,6110
1991,5470,31
1991,5480,35
1991,5491,5
1991,5500,40
1991,5520,3523
1991,5540,1887
1991,5570,166
1991,5580,2523
1991,5590,325
1991,5600,17384
1991,5610,1026
1991,5620,4745
1991,5630,7910
1991,5650,60
1991,5660,14
1991,5670,1508
1991,5671,2482
1991,5677,160
1991,5690,264
1991,5730,2256
1991,5738,1107
1991,5739,112
1991,5740,15
1991,5750,358
1991,5760,1
1991,5780,2129
1991,5790,1
1991,5800,128
1991,5810,25935
1991,5830,386
1991,5840,694
1991,5850,857
1991,5860,7
1991,5870,10465
1991,5880,2780
1991,5900,988
1991,5910,114
1991,5911,1108
1991,5920,40
1991,5930,32333
1991,5940,435
1991,5950,2254
1991,5960,1845
1991,5970,3781
1991,5980,22187
1991,5990,900
1991,6000,4
1991,6010,1206
1991,6040,10928
1991,6050,16072
1991,6070,2040
1991,6080,2854
1991,6090,16
1991,6100,2164
1991,6110,8203
1991,6120,29741
1991,6121,513
1991,6130,28689
1991,6140,5760
1991,6150,3619
1991,6160,3683
1991,6170,3331
1991,6180,14
1991,6190,7357
1991,6200,188
1991,6210,1
1991,6220,1924
1991,6230,71
1991,6240,17803
1991,6260,16
1991,6270,4104
1991,6280,1232
1991,6290,828
1991,6291,438
1991,6292,403
1991,6300,31
1991,6310,4640
1991,6320,118
1991,6330,216
1991,6340,47
1991,6360,1446
1991,6370,765
1991,6380,42
1991,6390,197
1991,6410,368
1991,6412,1
1991,6420,120
1991,6430,232
1991,6440,150
1991,6450,1352
1991,6460,1579
1991,6470,25
1991,6480,1791
1991,6500,20
1991,6520,8234
1991,6540,424
1991,6550,1273
1991,6556,2
1991,6560,1639
1991,6570,565
1991,6580,151
1991,6590,2744
1991,6600,24
1991,6610,43
1991,6620,458
1991,6630,436
1991,6640,82
1991,6650,578
1991,6670,997
1991,6680,637
1991,6690,469
1991,6710,4143
1991,6720,11
1991,6730,1159
1991,6740,7825
1991,6750,291
1991,6760,254
1991,6770,986
1991,6780,41
1991,6790,603
1991,6800,733
1991,6810,17629
1991,6830,5657
1991,6840,1193
1991,6850,1293
1991,6860,270
1991,6870,2507
1991,6880,11
1991,6882,70188
1991,6883,18
1991,6900,22
1991,6970,42
1991,7000,44
1991,7010,27
1991,7020,3066
1991,7030,24480
1991,7040,9368
1991,7050,5463
1991,7060,1
1991,7070,265
1991,7080,22
1991,7100,126
1991,7110,51
1991,7120,7
1991,7130,574
1991,7150,1191
1991,7170,55
1991,7180,12180
1991,7190,1399
1991,7210,10269
1991,7221,634
1991,7222,953
1991,7240,473
1991,7250,516
1991,7260,311
1991,7270,2239
1991,7280,1504
1991,7290,404
1991,7300,265
1991,7310,11536
1991,7320,130
1991,7330,502
1991,7331,104
1991,7332,1
1991,7340,13
1991,7350,6147
1991,7360,5173
1991,7380,1455
1991,7400,66
1991,7410,702
1991,7420,528
1991,7430,606
1991,7460,295
1991,7470,152
1991,7480,756
1991,7490,1041
1991,7510,3763
1991,7520,72
1991,7530,3
1991,7540,140
1991,7550,8848
1991,7560,3494
1991,7570,304
1991,7580,3163
1991,7590,2748
1991,7610,64833
1991,7630,1066
1991,7660,6703
1991,7670,532
1991,7680,1072
1991,22860,123
1992,10,492
1992,11,5
1992,12,4
1992,20,24
1992,30,13
1992,40,160
1992,60,207
1992,70,200
1992,100,12
1992,110,4
1992,150,2
1992,210,5
1992,230,83
1992,290,46
1992,300,12
1992,370,12
1992,380,2
1992,400,13
1992,440,692
1992,470,33
1992,490,368
1992,510,888
1992,530,1535
1992,534,216
1992,540,6791
1992,550,253
1992,551,1
1992,570,46
1992,580,6175
1992,590,2156
1992,600,11
1992,630,30
1992,634,1
1992,640,101
1992,650,205
1992,670,1
1992,690,415
1992,700,36
1992,710,44
1992,730,38
1992,740,392
1992,770,368
1992,800,115
1992,1180,165
1992,1200,1301
1992,1210,22
1992,1220,2
1992,1230,138
1992,1250,2348
1992,1260,620
1992,1280,26
1992,1290,203
1992,1300,26
1992,1310,27
1992,1320,6841
1992,1330,73
1992,1331,43
1992,1340,254
1992,1350,1055
1992,1370,315
1992,1390,192
1992,1400,483
1992,1410,685
1992,1420,333
1992,1430,400
1992,1440,993
1992,1460,473
1992,1470,26
1992,1480,92
1992,1489,25
1992,1490,508
1992,1500,58
1992,1510,17
1992,1512,3
1992,1520,72
1992,1530,39
1992,1540,5
1992,1550,33
1992,1630,7
1992,1650,16
1992,1660,33
1992,1670,217
1992,1710,6
1992,1720,7534
1992,1740,8
1992,1770,180
1992,1780,189
1992,1782,36
1992,1800,10
1992,1810,171
1992,1830,57
1992,1840,1777
1992,1860,96
1992,1861,2
1992,1870,4496
1992,1880,50
1992,1900,149
1992,1910,37
1992,1920,13
1992,1940,2806
1992,1960,2246
1992,1970,771
1992,1980,9
1992,1990,229
1992,2000,1333
1992,2001,13055
1992,2010,1141
1992,2020,338
1992,2030,221
1992,2035,1
1992,2060,1165
1992,2070,5
1992,2080,48
1992,2110,94
1992,2120,38
1992,2140,144
1992,2180,8
1992,2190,567
1992,2210,816
1992,2230,15
1992,2240,533
1992,2250,1003
1992,2260,577
1992,2280,13
1992,2300,1659
1992,2310,2
1992,2356,79
1992,2420,6
1992,2430,1
1992,2490,148
1992,2510,3
1992,2540,28
1992,2550,108
1992,2555,1
1992,2560,21
1992,2580,465
1992,2590,3
1992,2610,1769
1992,2630,420
1992,2640,599
1992,2650,14
1992,2720,6
1992,2730,10582
1992,2740,8
1992,2780,9
1992,2800,1
1992,2810,24
1992,2860,23
1992,2870,7
1992,2881,170
1992,2882,94
1992,2890,19699
1992,2920,374
1992,2930,911
1992,2940,1900
1992,2950,1421
1992,2960,27
1992,2970,10
1992,2971,37
1992,2973,3
1992,2980,1
1992,3000,116
1992,3010,47
1992,3020,6
1992,3050,127
1992,3080,147
1992,3090,139
1992,3091,10572
1992,3100,540
1992,3110,14
1992,3120,369
1992,3131,14666
1992,3140,92
1992,3151,1
1992,3160,70534
1992,3180,6
1992,3190,1624
1992,3200,586
1992,3210,154
1992,3250,5251
1992,3260,1194
1992,3270,34
1992,3280,35
1992,3290,214
1992,3310,622
1992,3320,59
1992,3330,111
1992,3333,4
1992,3340,11
1992,3350,54
1992,3370,2452
1992,3380,1
1992,3390,744
1992,3400,4
1992,3410,7
1992,3420,619
1992,3430,177
1992,3451,3
1992,3470,1
1992,3480,158
1992,3490,157
1992,3520,287
1992,3550,64
1992,3560,8
1992,3570,9
1992,3600,2083
1992,3620,76
1992,3640,300
1992,3650,14
1992,3660,4
1992,3670,130
1992,3680,271
1992,3690,2
1992,3700,1
1992,3710,2
1992,3720,5
1992,3730,33
1992,3732,12
1992,3750,566
1992,3770,1
1992,3780,324
1992,3790,20
1992,3822,5
1992,3840,10
1992,3850,207
1992,3870,6150
1992,3880,580
1992,3900,755
1992,3930,1091
1992,3940,3408
1992,3950,21
1992,3960,196
1992,3970,232
1992,3975,4
1992,3990,57
1992,4000,15
1992,4010,12
1992,4020,763
1992,4021,248
1992,4022,8
1992,4030,133
1992,4040,56
1992,4050,1911
1992,4060,2126
1992,4070,1495
1992,4080,87
1992,4090,7900
1992,4100,269
1992,4110,295
1992,4120,4105
1992,4123,10
1992,4130,2023
1992,4140,85
1992,4160,982
1992,4171,404
1992,4180,78
1992,4190,2
1992,4200,3663
1992,4205,23
1992,4210,305
1992,4220,60
1992,4230,13171
1992,4240,180
1992,4250,808
1992,4270,1
1992,4280,678
1992,4290,134
1992,4300,88
1992,4310,178
1992,4320,668
1992,4330,220
1992,4340,57
1992,4360,67
1992,4390,1
1992,4402,38
1992,4410,1
1992,4430,3328
1992,4440,9805
1992,4450,28
1992,4451,1
1992,4461,17
1992,4470,6943
1992,4480,634
1992,4490,9
1992,4510,9
1992,4520,6367
1992,4530,298
1992,4540,2640
1992,4550,41
1992,4560,5048
1992,4570,771
1992,4580,191
1992,4590,948
1992,4600,6
1992,4610,6183
1992,4620,3028
1992,4630,50
1992,4640,377
1992,4641,1262
1992,4642,11
1992,4650,2529
1992,4660,1879
1992,4661,1505
1992,4670,2239
1992,4679,20
1992,4680,685
1992,4689,27
1992,4690,827
1992,4691,432
1992,4710,47
1992,4720,2
1992,4740,39180
1992,4750,4015
1992,4760,553
1992,4770,18544
1992,4780,2457
1992,4790,30
1992,4810,6
1992,4812,1593
1992,4813,319
1992,4820,171
1992,4830,8
1992,4840,454
1992,4860,4509
1992,4865,24
1992,4870,417
1992,4880,54045
1992,4881,172
1992,4882,62
1992,4890,257
1992,4900,2531
1992,4910,429
1992,4920,2306
1992,4930,90731
1992,4940,5229
1992,4950,29092
1992,4960,250
1992,4970,6501
1992,4980,115642
1992,5000,1110
1992,5010,24911
1992,5011,54603
1992,5012,170
1992,5030,3
1992,5040,303
1992,5050,61
1992,5060,3402
1992,5070,4454
1992,5077,4
1992,5080,1628
1992,5090,31
1992,5100,16006
1992,5110,72651
1992,5120,3198
1992,5130,1940
1992,5135,391
1992,5140,1019
1992,5150,72
1992,5170,1112
1992,5180,1020
1992,5190,17063
1992,5210,2332
1992,5220,178
1992,5240,5
1992,5280,335
1992,5290,12823
1992,5300,1207
1992,5310,100
1992,5330,4716
1992,5340,4
1992,5360,164
1992,5380,1544
1992,5390,219
1992,5400,9902
1992,5420,7653
1992,5450,114
1992,5460,6807
1992,5470,40
1992,5480,40
1992,5490,10
1992,5491,11
1992,5500,93
1992,5520,4348
1992,5540,2393
1992,5570,192
1992,5580,3129
1992,5590,204
1992,5600,21252
1992,5610,1007
1992,5620,5050
1992,5630,8995
1992,5650,172
1992,5660,441
1992,5670,1671
1992,5671,3225
1992,5677,69
1992,5690,802
1992,5700,17
1992,5730,4468
1992,5738,1110
1992,5739,112
1992,5740,76
1992,5750,296
1992,5760,37
1992,5780,4070
1992,5800,238
1992,5810,27105
1992,5830,723
1992,5840,770
1992,5850,967
1992,5860,27
1992,5870,11639
1992,5880,3425
1992,5900,1594
1992,5910,301
1992,5911,1051
1992,5920,34
1992,5930,35920
1992,5935,153
1992,5940,739
1992,5950,2339
1992,5960,1975
1992,5970,4161
1992,5980,23557
1992,5990,1039
1992,6000,18
1992,6010,1518
1992,6040,12849
1992,6050,19635
1992,6070,2661
1992,6080,3413
1992,6090,31
1992,6100,2546
1992,6110,8384
1992,6120,32268
1992,6121,780
1992,6130,30294
1992,6140,5816
1992,6150,3188
1992,6160,2863
1992,6170,2992
1992,6180,30
1992,6190,7347
1992,6200,297
1992,6210,2
1992,6220,2366
1992,6230,34
1992,6240,19526
1992,6260,13
1992,6270,4948
1992,6280,1395
1992,6290,793
1992,6291,523
1992,6292,473
1992,6300,13
1992,6310,4899
1992,6320,135
1992,6330,357
1992,6340,75
1992,6360,1607
1992,6370,889
1992,6380,44
1992,6390,327
1992,6410,536
1992,6412,2
1992,6420,153
1992,6430,388
1992,6440,240
1992,6450,1670
1992,6460,1658
1992,6470,21
1992,6480,2023
1992,6500,49
1992,6510,22
1992,6520,8933
1992,6540,486
1992,6550,1738
1992,6556,2
1992,6560,2837
1992,6570,691
1992,6580,294
1992,6590,3016
1992,6600,27
1992,6610,90
1992,6620,579
1992,6630,553
1992,6640,137
1992,6650,645
1992,6660,2
1992,6670,1224
1992,6680,952
1992,6690,587
1992,6710,5069
1992,6720,12
1992,6730,1508
1992,6740,9365
1992,6750,408
1992,6760,330
1992,6770,1002
1992,6780,31
1992,6790,670
1992,6800,1108
1992,6810,19565
1992,6830,6386
1992,6840,1444
1992,6850,1415
1992,6860,341
1992,6870,2901
1992,6880,10
1992,6882,71135
1992,6883,36
1992,6900,35
1992,6970,31
1992,7000,46
1992,7010,37
1992,7020,2912
1992,7030,27399
1992,7040,9665
1992,7050,5611
1992,7060,10
1992,7070,338
1992,7080,38
1992,7100,130
1992,7110,62
1992,7120,31
1992,7130,1249
1992,7150,1664
1992,7170,110
1992,7180,14301
1992,7190,1849
1992,7210,11358
1992,7221,1165
1992,7222,851
1992,7240,488
1992,7250,529
1992,7260,375
1992,7270,2782
1992,7280,2460
1992,7290,560
1992,7300,535
1992,7310,11143
1992,7315,8
1992,7320,233
1992,7330,727
1992,7331,112
1992,7332,2
1992,7340,52
1992,7350,6144
1992,7351,12
1992,7352,5
1992,7360,5506
1992,7370,3
1992,7380,2162
1992,7400,63
1992,7410,920
1992,7420,868
1992,7430,859
1992,7460,602
1992,7470,181
1992,7480,1331
1992,7490,1857
1992,7510,4584
1992,7520,215
1992,7540,278
1992,7550,9861
1992,7560,3737
1992,7570,392
1992,7580,4838
1992,7590,4154
1992,7610,71595
1992,7630,1716
1992,7660,7189
1992,7670,703
1992,7680,1782
1992,22860,68
1993,10,470
1993,11,46
1993,12,200
1993,20,47
1993,30,8
1993,40,1329
1993,60,313
1993,70,247
1993,100,9
1993,110,22
1993,120,5
1993,150,12
1993,210,3
1993,230,133
1993,290,48
1993,300,30
1993,370,19
1993,380,91
1993,400,92
1993,420,16
1993,440,590
1993,470,32
1993,490,477
1993,510,1306
1993,530,2163
1993,534,191
1993,540,8455
1993,550,292
1993,570,25
1993,580,6685
1993,590,2461
1993,600,18
1993,630,14
1993,634,25
1993,640,154
1993,650,132
1993,670,1
1993,690,407
1993,700,28
1993,710,299
1993,730,34
1993,740,223
1993,770,416
1993,800,146
1993,1180,177
1993,1200,1278
1993,1207,26
1993,1210,5
1993,1220,16
1993,1230,166
1993,1250,1484
1993,1260,516
1993,1280,29
1993,1290,275
1993,1300,109
1993,1310,35
1993,1320,8057
1993,1330,50
1993,1331,12
1993,1340,200
1993,1350,1331
1993,1370,561
1993,1390,293
1993,1400,938
1993,1410,557
1993,1420,572
1993,1430,880
1993,1440,1068
1993,1460,815
1993,1470,88
1993,1480,109
1993,1490,822
1993,1500,59
1993,1510,22
1993,1520,135
1993,1530,58
1993,1540,13
1993,1550,137
1993,1590,53
1993,1630,13
1993,1650,28
1993,1657,72
1993,1660,24
1993,1670,233
1993,1710,41
1993,1720,10281
1993,1740,26
1993,1770,228
1993,1780,147
1993,1782,127
1993,1800,56
1993,1810,44
1993,1830,44
1993,1840,3054
1993,1860,194
1993,1861,165
1993,1870,4040
1993,1880,50
1993,1900,235
1993,1910,28
1993,1920,16
1993,1940,2783
1993,1960,2169
1993,1970,980
1993,1980,14
1993,1990,280
1993,2000,1609
1993,2001,14263
1993,2010,1215
1993,2020,310
1993,2030,237
1993,2035,1
1993,2060,1295
1993,2070,5
1993,2080,52
1993,2110,56
1993,2111,1
1993,2120,27
1993,2140,350
1993,2150,6
1993,2180,19
1993,2190,652
1993,2210,1151
1993,2230,24
1993,2240,439
1993,2250,1796
1993,2260,1780
1993,2280,33
1993,2300,2313
1993,2310,27
1993,2320,120
1993,2356,126
1993,2420,42
1993,2430,5
1993,2460,11
1993,2470,157
1993,2490,148
1993,2500,9
1993,2510,1
1993,2540,68
1993,2550,176
1993,2555,6
1993,2560,24
1993,2580,609
1993,2590,6
1993,2610,1403
1993,2630,512
1993,2640,589
1993,2650,53
1993,2680,5
1993,2720,17
1993,2721,20
1993,2730,12405
1993,2740,52
1993,2780,5
1993,2800,7
1993,2810,81
1993,2830,5
1993,2860,23
1993,2870,29
1993,2881,138
1993,2882,134
1993,2890,18843
1993,2920,415
1993,2930,580
1993,2940,2469
1993,2950,2061
1993,2960,9
1993,2970,8
1993,2971,54
1993,2973,10
1993,3000,150
1993,3010,130
1993,3020,15
1993,3050,151
1993,3070,16
1993,3080,162
1993,3090,63
1993,3091,9909
1993,3100,669
1993,3110,5
1993,3120,487
1993,3131,13977
1993,3140,40
1993,3160,67017
1993,3180,6
1993,3190,1409
1993,3200,664
1993,3210,199
1993,3250,6013
1993,3260,1523
1993,3270,54
1993,3280,28
1993,3290,240
1993,3310,583
1993,3320,55
1993,3330,162
1993,3333,2
1993,3340,26
1993,3350,88
1993,3370,3010
1993,3390,726
1993,3400,4
1993,3410,3
1993,3420,780
1993,3430,217
1993,3451,12
1993,3460,4
1993,3470,7
1993,3480,191
1993,3490,201
1993,3520,371
1993,3540,3
1993,3550,72
1993,3560,12
1993,3570,14
1993,3600,1995
1993,3620,127
1993,3640,333
1993,3650,17
1993,3660,5
1993,3670,64
1993,3680,266
1993,3690,2
1993,3710,3
1993,3720,3
1993,3730,30
1993,3732,6
1993,3750,463
1993,3780,296
1993,3790,16
1993,3810,2
1993,3824,6
1993,3840,27
1993,3850,220
1993,3860,3
1993,3870,5143
1993,3880,401
1993,3890,1
1993,3900,803
1993,3930,1219
1993,3940,3542
1993,3950,28
1993,3960,234
1993,3970,234
1993,3975,7
1993,3990,56
1993,4000,26
1993,4010,16
1993,4020,888
1993,4021,250
1993,4022,11
1993,4030,188
1993,4040,56
1993,4050,2162
1993,4060,1816
1993,4070,1667
1993,4080,84
1993,4090,8227
1993,4100,352
1993,4110,321
1993,4120,4454
1993,4123,18
1993,4130,2331
1993,4140,80
1993,4160,818
1993,4171,325
1993,4180,86
1993,4190,2
1993,4200,3626
1993,4210,384
1993,4220,16
1993,4230,12875
1993,4240,159
1993,4250,1081
1993,4270,1
1993,4280,790
1993,4290,155
1993,4300,140
1993,4310,238
1993,4320,916
1993,4330,332
1993,4340,71
1993,4360,61
1993,4390,1
1993,4402,61
1993,4410,3
1993,4430,3159
1993,4440,8536
1993,4447,6
1993,4450,17
1993,4451,4
1993,4461,23
1993,4470,7265
1993,4480,551
1993,4490,5
1993,4510,2
1993,4520,6512
1993,4530,400
1993,4540,3288
1993,4550,49
1993,4560,4894
1993,4570,838
1993,4580,235
1993,4590,994
1993,4600,2
1993,4610,6449
1993,4620,3477
1993,4630,79
1993,4640,378
1993,4641,1716
1993,4642,1
1993,4650,2778
1993,4660,1905
1993,4661,2366
1993,4670,2256
1993,4679,45
1993,4680,812
1993,4689,32
1993,4690,974
1993,4691,482
1993,4710,71
1993,4720,5
1993,4740,37740
1993,4750,3546
1993,4760,538
1993,4770,19227
1993,4780,2637
1993,4790,39
1993,4810,25
1993,4812,1931
1993,4813,421
1993,4820,235
1993,4830,12
1993,4840,683
1993,4860,5991
1993,4865,65
1993,4870,477
1993,4880,56889
1993,4881,153
1993,4882,179
1993,4890,471
1993,4900,2497
1993,4910,484
1993,4920,1779
1993,4930,91849
1993,4940,5385
1993,4950,29908
1993,4960,233
1993,4970,7191
1993,4980,124559
1993,5000,1238
1993,5010,24114
1993,5011,53043
1993,5012,113
1993,5030,1
1993,5031,3
1993,5040,391
1993,5050,72
1993,5060,2967
1993,5070,4134
1993,5077,2
1993,5080,2177
1993,5090,30
1993,5100,16689
1993,5110,75645
1993,5120,3996
1993,5130,2471
1993,5135,390
1993,5140,1247
1993,5150,113
1993,5170,1147
1993,5180,1435
1993,5190,19084
1993,5210,1626
1993,5212,1
1993,5220,321
1993,5240,3
1993,5275,34
1993,5280,1049
1993,5290,14605
1993,5300,1002
1993,5310,113
1993,5330,3705
1993,5340,5
1993,5360,705
1993,5380,1368
1993,5390,265
1993,5400,9435
1993,5420,8995
